Timestamp,Supplier,Model,Price_KD,Source_Chat,Raw_Snippet,Notes
Today 9:40 AM,Miguel Herran Spain,OPPO Find X9 Ultra 512GB,,Miguel Herran Spain,OPPO Find X9 Ultra 512GB Orange x 50 pcs; Black x 50 pcs,EU spec; brand new; 100 pcs total; price not posted
Today 9:40 AM,Miguel Herran Spain,OPPO Find X9 Ultra 1TB,,Miguel Herran Spain,OPPO Find X9 Ultra 1TB Orange x 20 pcs,EU spec; brand new; 20 pcs; price not posted
7:30 AM,MGT,Samsung A07 5G 5/128,,WTS MGT,WTS A07 5g 5/128-10 pcs; Ready local,10 pcs; ready local
7:47 AM,MGT,M07 4/64,,WTS MGT,WTS M07 4/64-100; Ready local,100 pcs; ready local
7:47 AM,MGT,F07 4/64,,WTS MGT,WTS F07 4/64-100; Ready local,100 pcs; ready local
9:32 AM,MGT,Samsung S26 12/256,,WTS MGT,"WTS S26 12/256; 2 pink, 2 blue, 2 violet; Ready local","6 pcs, color mix"
9:36 PM,Bombay Digital DXB,Google Pixel 11 256GB,,WTS MGT,Wts Pixel 11 256Gb; color mix 100 pcs; only booking,100 pcs; booking only
10:35 PM,Bombay Digital DXB,Samsung S25 256GB Navy,,WTS MGT,WTS S25 NAVY COLOR 256 GB; FZE ONLY,FZE only
1:02 AM,Fiona Tang HK,HONOR X5C Plus 6+256G,,Fiona Tang HK,"HONOR X5C PLUS 6+256G US Black/Silver,Green$143",US spec; USD 143
1:02 AM,Fiona Tang HK,HONOR X9D 8+512G,,Fiona Tang HK,HONOR X9D 8+512G US Black $313,US spec; USD 313
11:23 AM,Ahmad Raza,Redmi 15 5G 4/128,42,Ahmad Raza,Redmi 15 5G 4/128 42kd,Edited 11:23 AM; KD 42
11:23 AM,Ahmad Raza,Redmi A7 Pro 4G 4/64,32,Ahmad Raza,Redmi A7 Pro 4G 4/64 32kd,Edited 11:23 AM; KD 32
11:23 AM,Ahmad Raza,Redmi A7 Pro 4G 4/128,35,Ahmad Raza,Redmi A7 Pro 4G 4/128 35kd,Edited 11:23 AM; KD 35
12:28 AM,Mohit- Teleflex DXB,Samsung A066 5G 4/64GB,,Teleflex Telecom Fzco,A066 5g 4/64gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Samsung A066 5G 4/128GB,,Teleflex Telecom Fzco,A066 5g 4/128gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Samsung A066 5G 6/128GB,,Teleflex Telecom Fzco,A066 5g 6/128gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Samsung A075 4/64GB,,Teleflex Telecom Fzco,A075 4/64gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Samsung A076 5G 4/64GB,,Teleflex Telecom Fzco,A076 5g 4/64gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Samsung A075 4/128GB,,Teleflex Telecom Fzco,A075 4/128gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Samsung A175 4/128GB,,Teleflex Telecom Fzco,A175 4/128gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Samsung A176 5G 4/128GB,,Teleflex Telecom Fzco,A176 5g 4/128gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,OnePlus Nord CE5 5G 8/256GB,,Teleflex Telecom Fzco,Nord CE5 5G 8/256gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Redmi A5 3/64GB,,Teleflex Telecom Fzco,A5 3/64gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Redmi A7 Pro 4/64GB,,Teleflex Telecom Fzco,A7 Pro 4/64gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Redmi 15C 8/256GB,,Teleflex Telecom Fzco,15C 8/256gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,ZTE Blade A35E 2/64GB,,Teleflex Telecom Fzco,Blade A35E 2/64gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,ZTE Blade A36 2/64GB,,Teleflex Telecom Fzco,Blade A36 2/64gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,ZTE Blade A36 4/64GB,,Teleflex Telecom Fzco,Blade A36 4/64gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,ZTE Blade A56 4/128GB,,Teleflex Telecom Fzco,Blade A56 4/128gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,ZTE Blade A75 5G 4/128GB,,Teleflex Telecom Fzco,Blade A75 5g 4/128gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,ZTE Blade A76 4G 4/128GB,,Teleflex Telecom Fzco,Blade A76 4g 4/128gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,ZTE Blade A76 5G 4/128GB,,Teleflex Telecom Fzco,Blade A76 5g 4/128gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,ZTE A57 4/64GB,,Teleflex Telecom Fzco,Zte A57 4/64gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,ZTE A57 4/128GB,,Teleflex Telecom Fzco,Zte A57 4/128gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,ZTE A77 4/128GB,,Teleflex Telecom Fzco,Zte A77 4/128gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,HONOR X6D 5G 4/128GB,,Teleflex Telecom Fzco,X6D 5G 4/128GB,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,HONOR X6C 6/128GB,,Teleflex Telecom Fzco,X6C 6/128GB,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Nubia Neo 5 5G 8/256GB,,Teleflex Telecom Fzco,Neo 5 5G 8/256gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Nubia Neo 5 GT 5G 8/256GB,,Teleflex Telecom Fzco,Neo 5 GT 5G 8/256gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Nubia Neo 5 Max 5G 8/256GB,,Teleflex Telecom Fzco,Neo 5 Max 5G 8/256gb,SELLING READY STOCK; announcement list
12:28 AM,Mohit- Teleflex DXB,Nubia Air Pro 5G 8/256GB,,Teleflex Telecom Fzco,Nubia Air Pro 5G 8/256gb 🔥,SELLING READY STOCK; announcement list
5:14 AM,Mohit- Teleflex DXB,Samsung A57 12/512,,Teleflex Telecom Fzco,WTS Sam. A57 12/512,
2:01 AM,Khalid Zayed,Samsung A075 4/64,,KHALID ZAID SWIFT TELECOM,Samsung Arabic A075 4 64@385; Black 460; Violet 100; Green 100,Arabic list; currency not stated; @385; Black 460; Violet 100; Green 100
2:01 AM,Khalid Zayed,Samsung A075 4/128,,KHALID ZAID SWIFT TELECOM,A075 4 128@435; Black 540; Violet 180; Green 180,Arabic list; currency not stated; @435; Black 540; Violet 180; Green 180
2:01 AM,Khalid Zayed,Samsung A165 4/128,,KHALID ZAID SWIFT TELECOM,A165 4 128@495; Black 300; Gray 200,Arabic list; currency not stated; @495; Black 300; Gray 200
2:01 AM,Khalid Zayed,Samsung A175 4/128,,KHALID ZAID SWIFT TELECOM,A175 4 128@535; Black 2000,Arabic list; currency not stated; @535; Black 2000
2:01 AM,Khalid Zayed,Samsung A175 6/128,,KHALID ZAID SWIFT TELECOM,A175 6 128@615; Black 190; Gray 65; Blue 85,Arabic list; currency not stated; @615; Black 190; Gray 65; Blue 85
3:26 AM,Khalid Zayed,Samsung Galaxy S26 Ultra 12/256GB,,KHALID ZAID SWIFT TELECOM,"Galaxy S26 Ultra 12/256GB; Black 3,070 AED; White 3,095 AED; Ready Stock DAFZA Dubai","Ready stock; DAFZA Dubai; 🔥 selling; AED 3,070 black; AED 3,095 white"
1:53 AM,Real Tech Fzco DXB,Samsung S25 FE 8/256GB,,Real Tech Fzco DXB,S25fe 8/256gb,Selling; ready stock
1:53 AM,Real Tech Fzco DXB,Samsung S26 FE 8/256GB,,Real Tech Fzco DXB,S26fe 8/256gb,Selling; ready stock
1:53 AM,Real Tech Fzco DXB,Samsung S25 Ultra 12/256GB,,Real Tech Fzco DXB,S25 ultra 12/256gb,Selling; ready stock
1:53 AM,Real Tech Fzco DXB,X135 4/64GB,,Real Tech Fzco DXB,X135 4/64gb,Selling; ready stock
1:53 AM,Real Tech Fzco DXB,X230 6/128GB,,Real Tech Fzco DXB,X230 6/128gb,Selling; ready stock
3:45 AM,Real Tech Fzco DXB,Samsung A075 4/128GB,,Real Tech Fzco DXB,A075 4/128gb; Blk green violet; Arabic; Ready,Selling; ready stock
3:32 AM,Miguel Herran Spain,Xiaomi Redmi 17 4G 4/256GB,,Miguel Herran Spain,Xiaomi redmi 17 4G 4/256Gb; EU spec; 156€ / 180$,EU spec; EUR 156 / USD 180
9:40 AM,Miguel Herran Spain,OPPO Find X9 Ultra 512GB,,Miguel Herran Spain,OPPO Find X9 Ultra 512GB; Orange x50 pcs; Black x50 pcs,EU spec; brand new; 100 pcs total
9:40 AM,Miguel Herran Spain,OPPO Find X9 Ultra 1TB,,Miguel Herran Spain,OPPO Find X9 Ultra 1TB; Orange x20 pcs,EU spec; brand new; 20 pcs
7:18 AM,Saad,Redmi 15 4/128,,Saad,Redmi 15 4128 500pcs.TXT,Attachment filename; shipment arrived
7:30 AM,Saad,ZTE A75 4/128,,Saad,ZTE A75 4128 400pcs.TXT,Attachment filename; shipment arrived
7:26 AM,Eshan Cellutech,Redmi A7 Pro 4G 4/64GB,,Eshan Cellutech,DEAL FOR SHORT TIME; Redmi A7 pro 4G 4/64GB; Black/Blue/Green EU/Global,Ready stock; unbeatable price; short-time deal
7:26 AM,Eshan Cellutech,Redmi A7 Pro 4G 4/128GB,,Eshan Cellutech,DEAL FOR SHORT TIME; Redmi A7 PRO 4/128GB; Black EU/Global; Ready Stock; Unbeatable Price,Short-time deal
12:15 AM,Ali Raza - Cellutech,Redmi A7 Pro 4G 4/128GB,,Ali Raza - Cellutech,Redmi A7 PRO 4/128GB $113,EU/Global stock; color/qty list visible; USD 113
12:15 AM,Ali Raza - Cellutech,Redmi Note 15 8/256GB NFC,,Ali Raza - Cellutech,Redmi Note 15 8/256GB $200; Black EU/Global 150 NFC,EU/Global stock; color/qty list visible; USD 200
1:33 AM,Ajay Naam Electronics,A07 4/64 GB Mix,,Ajay Naam Electronics,A07 4/64 GB Mix,Ready stock in Fze
1:33 AM,Ajay Naam Electronics,A07 4/128 GB Black,,Ajay Naam Electronics,A07 4/128 GB Blk -,Ready stock in Fze
1:33 AM,Ajay Naam Electronics,A17S 8/256 GB Mix,,Ajay Naam Electronics,A17S 8/256 GB Mix,Ready stock in Fze
1:33 AM,Ajay Naam Electronics,A36 5G 8/256GB Black White,,Ajay Naam Electronics,A36 5G 8/256GB Black White -,Ready stock in Fze
1:33 AM,Ajay Naam Electronics,S26 12/256 GB White Violet Black Iceblue,,Ajay Naam Electronics,S26 12/256 GB White Violet Black Iceblue -,Ready stock in Fze
1:33 AM,Ajay Naam Electronics,S26 12/512GB White Violet Black Iceblue,,Ajay Naam Electronics,S26 12/512GB White Violet Black Iceblue -,Ready stock in Fze
1:33 AM,Ajay Naam Electronics,S25 FE 8/128 GB Jet Black,,Ajay Naam Electronics,S25 FE 8/128 GB Jet Black -,Ready stock in Fze
1:33 AM,Ajay Naam Electronics,S25 Ultra 12GB/512GB Grey White,,Ajay Naam Electronics,S25 Ultra 12GB / 512GB Grey White -,Ready stock in Fze
1:33 AM,Ajay Naam Electronics,S26 Ultra 12/256GB White,,Ajay Naam Electronics,S26 Ultra 12/256GB White -,Ready stock in Fze
1:33 AM,Ajay Naam Electronics,S26 Ultra 12/512 GB Black Violet White Blue,,Ajay Naam Electronics,S26 Ultra 12/512 GB Black Violet White Blue -,Ready stock in Fze
1:33 AM,Ajay Naam Electronics,Z Fold 8 Ultra 12/256GB Graphite,,Ajay Naam Electronics,Z Fold 8 Ultra 12/256GB Graphite -,Ready stock in Fze
7:49 PM,Fiona Tang HK,Redmi 15 8+256,,Fiona Tang HK,Redmi 15 8+256 156$,USD 156
7:49 PM,Fiona Tang HK,Redmi A5 3+64,,Fiona Tang HK,Redmi A5 3+64 $29,USD 29
7:49 PM,Fiona Tang HK,Redmi 15C 4+128,,Fiona Tang HK,Redmi 15C 4+128 153$,USD 153
11:40 PM,Fiona Tang HK,Redmi Note 14 8+128 EU Black,,Fiona Tang HK,Redmi note14 8+128 EU black 157$,EU black; USD 157
11:04 PM,Onkar Singh Rajput HK,Xiaomi Note 17 Pro 8/256GB 5G,,Onkar Singh Rajput HK,Note 17 pro 8/256gb 5G,On booking
9:36 PM,Bombay Digital DXB,Google Pixel 11 256GB,,WTS MGT,Pixel 11 256Gb Color rmx 100 pcs only booking,Color; mix 100 pcs; only booking; call for more detail
10:35 PM,Bombay Digital DXB,Samsung S25 256GB Navy,,WTS MGT,WTS S25 NAVY COLOR 256 GB FZE ONLY,FZE only
9:40 AM,Miguel Herran Spain,OPPO Find X9 Ultra 512GB Orange,,Miguel Herran Spain,OPPO Find X9 Ultra 512GB Orange x 50 pcs,EU Spec; brand new; 50 pcs
9:40 AM,Miguel Herran Spain,OPPO Find X9 Ultra 512GB Black,,Miguel Herran Spain,OPPO Find X9 Ultra 512GB Black x 50 pcs,EU Spec; brand new; 50 pcs
9:40 AM,Miguel Herran Spain,OPPO Find X9 Ultra 1TB Orange,,Miguel Herran Spain,OPPO Find X9 Ultra 1TB Orange x 20 pcs,EU Spec; brand new; 20 pcs
6:33 AM,Mohit- Teleflex DXB,Redmi A7 Pro 4/128,,Teleflex Telecom Fzco,WTS Redmi A7 Pro 4/128,WTS
5:48 AM,Parth Kanabar,Samsung F07 4/64,,WTS KANABAR 🇮🇳 SPEC,WTS Samsung F07 4/64 500 PC,500 pcs; on booking; DXB Logix one
2:42 AM,Parth Kanabar,Samsung S26 12/256,,WTS KANABAR 🇮🇳 SPEC,Samsung S26 12/256 50/100,50/100; mix colour; ready in 2 days; Logix one DXB
7:49 PM,Fiona Tang HK,Redmi 15 8+256,,Fiona Tang HK,Redmi 15C 8+256 156$,price_text USD 156; model text says Redmi 15C
11:48 PM,Ajay Naam Electronics,Samsung A07 4/64 GB,,Ajay Naam Electronics,A07 4/64 GB Mix,price_text empty; ready stock in Fze; color/spec as posted
11:48 PM,Ajay Naam Electronics,Samsung A07 4/128 GB,,Ajay Naam Electronics,A07 4/128 GB Blk,price_text empty; ready stock in Fze; color/spec as posted
11:48 PM,Ajay Naam Electronics,Samsung A175 8/256 GB,,Ajay Naam Electronics,A175 8/256 GB Mix,price_text empty; ready stock in Fze; color/spec as posted
11:48 PM,Ajay Naam Electronics,Samsung A36 5G 8/256 GB,,Ajay Naam Electronics,A36 5G 8/256GB Black White,price_text empty; ready stock in Fze; color/spec as posted
11:48 PM,Ajay Naam Electronics,Samsung S26 12/256 GB,,Ajay Naam Electronics,S26 12/256 GB White Violet Black Iceblue,price_text empty; ready stock in Fze; color/spec as posted
11:48 PM,Ajay Naam Electronics,Samsung S26 12/512 GB,,Ajay Naam Electronics,S26 12/512GB White Violet Black Iceblue,price_text empty; ready stock in Fze; color/spec as posted
11:48 PM,Ajay Naam Electronics,Samsung S25 FE 8/128 GB,,Ajay Naam Electronics,S25 FE 8/128 GB Jet Black,price_text empty; ready stock in Fze; color/spec as posted
11:48 PM,Ajay Naam Electronics,Samsung S25 Ultra 12/512 GB,,Ajay Naam Electronics,S25 Ultra 12GB / 512GB Grey White,price_text empty; ready stock in Fze; color/spec as posted
11:48 PM,Ajay Naam Electronics,Samsung S26 Ultra 12/256 GB,,Ajay Naam Electronics,S26 Ultra 12/256GB White,price_text empty; ready stock in Fze; color/spec as posted
11:48 PM,Ajay Naam Electronics,Samsung S26 Ultra 12/512 GB,,Ajay Naam Electronics,S26 Ultra 12/512 GB Black Violet White Blue,price_text empty; ready stock in Fze; color/spec as posted
11:48 PM,Ajay Naam Electronics,Samsung Z Fold 8 Ultra 12/256 GB,,Ajay Naam Electronics,Z Fold 8 Ultra 12/256GB Graphite,price_text empty; ready stock in Fze; color/spec as posted
11:48 PM,Ajay Naam Electronics,Google Pixel 10a 8/128 GB UK Spec,,Ajay Naam Electronics,Pixel 10a 8/128 GB UK Spec Obsidian,price_text empty; ready stock in Fze; color/spec as posted
1:55 AM,Parth Kanabar,Samsung A07 5G 4/128,,WTS KANABAR 🇮🇳 SPEC,Samsung A07 5G 4/128 500unit,price_text empty; 500 units; on booking
1:55 AM,Parth Kanabar,Samsung A07 5G 6/128,,WTS KANABAR 🇮🇳 SPEC,Samsung A07 5G 6/128 500Unit,price_text empty; 500 units; on booking
Yesterday,Parth Kanabar,Samsung M17e 4/128,,WTS KANABAR 🇮🇳 SPEC,M17e 4/128 500,price_text empty; on booking; DXB Logix One
Yesterday,Parth Kanabar,Samsung M17e 6/128,,WTS KANABAR 🇮🇳 SPEC,M17e 6/128 500,price_text empty; on booking; DXB Logix One
2:42 AM,Parth Kanabar,Samsung S26 12/256,,WTS KANABAR 🇮🇳 SPEC,S26 12/256 50/100 Mix colour,price_text empty; mix colour; 50/100 as posted; ready in 2 days; Logix One DXB
5:48 AM,Parth Kanabar,Samsung F07 4/64,,WTS KANABAR 🇮🇳 SPEC,Samsung F07 4/64 500 PC On booking,price_text empty; 500 pcs; on booking; DXB Logix One
7:47 AM,WTS MGT,Samsung M07 4/64,,WTS MGT,M07 4/64-100 Ready local,price_text empty; 100 units; ready local
7:47 AM,WTS MGT,Samsung F07 4/64,,WTS MGT,F07 4/64-100 Ready local,price_text empty; 100 units; ready local
9:32 AM,WTS MGT,Samsung S26 12/256,,WTS MGT,S26 12/256 2 pink 2 blue 2 violet Ready local,"price_text empty; 2 pink, 2 blue, 2 violet; ready local"
9:36 PM,WTS MGT,Google Pixel 11 256GB,,WTS MGT,Pixel 11 256Gb Color rmix 100 pcs only booking,price_text empty; 100 pcs; only booking; call for detail
10:35 PM,WTS MGT,Samsung S25 256GB Navy,,WTS MGT,S25 NAVY COLOR 256 GB FZE ONLY,price_text empty; FZE only
11:04 PM,Onkar Singh Rajput HK,Xiaomi Note 17 Pro 8/256GB 5G,,Onkar Singh Rajput HK,Xiaomi Note 17 pro 8/256gb 5G On booking,price_text empty; on booking
2:59 AM,Onkar Singh Rajput HK,Samsung A17 8/128GB 5G,,Onkar Singh Rajput HK,Samsung A17 8/128gb 5G On booking,price_text empty; on booking
4:58 AM,Nishat DXB,Samsung A36,,Nishat DXB,A36 @215$ Let’s close final,price_text USD 215; seller asked to close final
